"taxon","taxonLabel"
"http://purl.obolibrary.org/obo/NCBITaxon_472802","Discosura popelairii"
"http://purl.obolibrary.org/obo/NCBITaxon_689211","Discosura langsdorffi"
"http://purl.obolibrary.org/obo/NCBITaxon_190686","Eutoxeres aquila"
"http://purl.obolibrary.org/obo/NCBITaxon_304638","Eutoxeres condamini"
"http://purl.obolibrary.org/obo/NCBITaxon_190688","Heliothryx barroti"
"http://purl.obolibrary.org/obo/NCBITaxon_689221","Heliothryx auritus"
"http://purl.obolibrary.org/obo/NCBITaxon_190692","Lampornis castaneoventris"
"http://purl.obolibrary.org/obo/NCBITaxon_240700","Lampornis viridipallens"
"http://purl.obolibrary.org/obo/NCBITaxon_347496","Lampornis sybillae"
"http://purl.obolibrary.org/obo/NCBITaxon_347497","Lampornis calolaemus"
"http://purl.obolibrary.org/obo/NCBITaxon_347498","Lampornis amethystinus"
"http://purl.obolibrary.org/obo/NCBITaxon_347499","Lampornis hemileucus"
"http://purl.obolibrary.org/obo/NCBITaxon_347500","Lampornis cinereicauda"
"http://purl.obolibrary.org/obo/NCBITaxon_347501","Lampornis clemenciae"
"http://purl.obolibrary.org/obo/NCBITaxon_200375","Riccordia bicolor"
"http://purl.obolibrary.org/obo/NCBITaxon_3150475","Riccordia maugaeus"
"http://purl.obolibrary.org/obo/NCBITaxon_3150476","Riccordia ricordii"
"http://purl.obolibrary.org/obo/NCBITaxon_3150477","Riccordia swainsonii"
"http://purl.obolibrary.org/obo/NCBITaxon_2082996","Chaetocercus berlepschi"
"http://purl.obolibrary.org/obo/NCBITaxon_2082997","Chaetocercus heliodor"
"http://purl.obolibrary.org/obo/NCBITaxon_2744908","Chaetocercus astreans"
"http://purl.obolibrary.org/obo/NCBITaxon_2744909","Chaetocercus jourdanii"
"http://purl.obolibrary.org/obo/NCBITaxon_472790","Chaetocercus mulsant"
"http://purl.obolibrary.org/obo/NCBITaxon_689206","Chaetocercus bombus"
"http://purl.obolibrary.org/obo/NCBITaxon_214661","Androdon aequatorialis"
"http://purl.obolibrary.org/obo/NCBITaxon_214663","Colibri coruscans"
"http://purl.obolibrary.org/obo/NCBITaxon_2744922","Colibri cyanotus"
"http://purl.obolibrary.org/obo/NCBITaxon_472797","Colibri delphinae"
"http://purl.obolibrary.org/obo/NCBITaxon_472798","Colibri thalassinus"
"http://purl.obolibrary.org/obo/NCBITaxon_689210","Colibri serrirostris"
"http://purl.obolibrary.org/obo/NCBITaxon_214665","Doryfera ludovicae"
"http://purl.obolibrary.org/obo/NCBITaxon_472803","Doryfera johannae"
"http://purl.obolibrary.org/obo/NCBITaxon_214669","Ramphodon naevius"
"http://purl.obolibrary.org/obo/NCBITaxon_2200781","Trochilidae sp. Rogitama hummingbird"
"http://purl.obolibrary.org/obo/NCBITaxon_1507510","Adelomyia sp. JAMG"
"http://purl.obolibrary.org/obo/NCBITaxon_304594","Adelomyia melanogenys"
"http://purl.obolibrary.org/obo/NCBITaxon_2692232","Stephanoxis loddigesii"
"http://purl.obolibrary.org/obo/NCBITaxon_555349","Stephanoxis lalandi"
"http://purl.obolibrary.org/obo/NCBITaxon_2744898","Aglaeactis aliciae"
"http://purl.obolibrary.org/obo/NCBITaxon_304595","Aglaeactis castelnaudii"
"http://purl.obolibrary.org/obo/NCBITaxon_56648","Aglaeactis cupripennis"
"http://purl.obolibrary.org/obo/NCBITaxon_688841","Aglaeactis pamela"
"http://purl.obolibrary.org/obo/NCBITaxon_2744899","Aglaiocercus berlepschi"
"http://purl.obolibrary.org/obo/NCBITaxon_304597","Aglaiocercus coelestis"
"http://purl.obolibrary.org/obo/NCBITaxon_472768","Aglaiocercus kingii"
"http://purl.obolibrary.org/obo/NCBITaxon_2744904","Anthocephala berlepschi"
"http://purl.obolibrary.org/obo/NCBITaxon_689203","Anthocephala floriceps"
"http://purl.obolibrary.org/obo/NCBITaxon_2744910","Chalcostigma heteropogon"
"http://purl.obolibrary.org/obo/NCBITaxon_66417","Chalcostigma herrani"
"http://purl.obolibrary.org/obo/NCBITaxon_66418","Chalcostigma ruficeps"
"http://purl.obolibrary.org/obo/NCBITaxon_689207","Chalcostigma olivaceum"
"http://purl.obolibrary.org/obo/NCBITaxon_689208","Chalcostigma stanleyi"
"http://purl.obolibrary.org/obo/NCBITaxon_2744917","Basilinna leucotis"
"http://purl.obolibrary.org/obo/NCBITaxon_2744918","Basilinna xantusii"
"http://purl.obolibrary.org/obo/NCBITaxon_2744919","Chlorestes notata"
"http://purl.obolibrary.org/obo/NCBITaxon_2983805","Chlorestes julie"
"http://purl.obolibrary.org/obo/NCBITaxon_3096636","Chlorestes candida"
"http://purl.obolibrary.org/obo/NCBITaxon_3149554","Chlorestes cyanus"
"http://purl.obolibrary.org/obo/NCBITaxon_3149555","Chlorestes eliciae"
"http://purl.obolibrary.org/obo/NCBITaxon_2744952","Sternoclyta cyanopectus"
"http://purl.obolibrary.org/obo/NCBITaxon_2744928","Eugenes spectabilis"
"http://purl.obolibrary.org/obo/NCBITaxon_304846","Eugenes fulgens"
"http://purl.obolibrary.org/obo/NCBITaxon_2744930","Haplophaedia assimilis"
"http://purl.obolibrary.org/obo/NCBITaxon_304642","Haplophaedia aureliae"
"http://purl.obolibrary.org/obo/NCBITaxon_472814","Haplophaedia lugens"
"http://purl.obolibrary.org/obo/NCBITaxon_56659","Metallura tyrianthina"
"http://purl.obolibrary.org/obo/NCBITaxon_2744942","Metallura iracunda"
"http://purl.obolibrary.org/obo/NCBITaxon_66405","Metallura aeneocauda"
"http://purl.obolibrary.org/obo/NCBITaxon_66406","Metallura baroni"
"http://purl.obolibrary.org/obo/NCBITaxon_66407","Metallura eupogon"
"http://purl.obolibrary.org/obo/NCBITaxon_66408","Metallura odomae"
"http://purl.obolibrary.org/obo/NCBITaxon_66410","Metallura phoebe"
"http://purl.obolibrary.org/obo/NCBITaxon_66411","Metallura theresiae"
"http://purl.obolibrary.org/obo/NCBITaxon_66412","Metallura williami"
"http://purl.obolibrary.org/obo/NCBITaxon_2744943","Ocreatus addae"
"http://purl.obolibrary.org/obo/NCBITaxon_2744944","Ocreatus peruanus"
"http://purl.obolibrary.org/obo/NCBITaxon_304661","Ocreatus underwoodii"
"http://purl.obolibrary.org/obo/NCBITaxon_2744945","Oxypogon cyanolaemus"
"http://purl.obolibrary.org/obo/NCBITaxon_2744946","Oxypogon stuebelii"
"http://purl.obolibrary.org/obo/NCBITaxon_472899","Oxypogon guerinii"
"http://purl.obolibrary.org/obo/NCBITaxon_2744949","Ramphomicron dorsale"
"http://purl.obolibrary.org/obo/NCBITaxon_472912","Ramphomicron microrhynchum"
"http://purl.obolibrary.org/obo/NCBITaxon_2744950","Sappho sparganurus"
"http://purl.obolibrary.org/obo/NCBITaxon_2744951","Schistes albogularis"
"http://purl.obolibrary.org/obo/NCBITaxon_304684","Schistes geoffroyi"
"http://purl.obolibrary.org/obo/NCBITaxon_2744953","Urochroa leucura"
"http://purl.obolibrary.org/obo/NCBITaxon_472916","Urochroa bougueri"
"http://purl.obolibrary.org/obo/NCBITaxon_3150501","Saucerottia cyanocephala"
"http://purl.obolibrary.org/obo/NCBITaxon_2817433","Saucerottia beryllina"
"http://purl.obolibrary.org/obo/NCBITaxon_3150498","Saucerottia castaneiventris"
"http://purl.obolibrary.org/obo/NCBITaxon_3150500","Saucerottia cyanifrons"
"http://purl.obolibrary.org/obo/NCBITaxon_3150502","Saucerottia cyanura"
"http://purl.obolibrary.org/obo/NCBITaxon_3150503","Saucerottia edward"
"http://purl.obolibrary.org/obo/NCBITaxon_3150504","Saucerottia hoffmanni"
"http://purl.obolibrary.org/obo/NCBITaxon_3150505","Saucerottia saucerottei"
"http://purl.obolibrary.org/obo/NCBITaxon_3150506","Saucerottia tobaci"
"http://purl.obolibrary.org/obo/NCBITaxon_3150507","Saucerottia viridigaster"
"http://purl.obolibrary.org/obo/NCBITaxon_689267","Phaeochroa cuvierii"
"http://purl.obolibrary.org/obo/NCBITaxon_2954070","Talaphorus chlorocercus"
"http://purl.obolibrary.org/obo/NCBITaxon_3018376","Chionomesa fimbriata"
"http://purl.obolibrary.org/obo/NCBITaxon_3149553","Chionomesa lactea"
"http://purl.obolibrary.org/obo/NCBITaxon_501309","Phaeoptila sordida"
"http://purl.obolibrary.org/obo/NCBITaxon_304609","Chrysuronia oenone"
"http://purl.obolibrary.org/obo/NCBITaxon_3149570","Chrysuronia brevirostris"
"http://purl.obolibrary.org/obo/NCBITaxon_3149571","Chrysuronia coeruleogularis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149572","Chrysuronia goudoti"
"http://purl.obolibrary.org/obo/NCBITaxon_3149573","Chrysuronia grayi"
"http://purl.obolibrary.org/obo/NCBITaxon_3149575","Chrysuronia leucogaster"
"http://purl.obolibrary.org/obo/NCBITaxon_3149577","Chrysuronia versicolor"
"http://purl.obolibrary.org/obo/NCBITaxon_304621","Ensifera ensifera"
"http://purl.obolibrary.org/obo/NCBITaxon_304640","Florisuga mellivora"
"http://purl.obolibrary.org/obo/NCBITaxon_689215","Florisuga fusca"
"http://purl.obolibrary.org/obo/NCBITaxon_304644","Heliactin sp. 'cornutus'"
"http://purl.obolibrary.org/obo/NCBITaxon_472820","Heliactin bilophus"
"http://purl.obolibrary.org/obo/NCBITaxon_304647","Heliodoxa branickii"
"http://purl.obolibrary.org/obo/NCBITaxon_304648","Heliodoxa jacula"
"http://purl.obolibrary.org/obo/NCBITaxon_304649","Heliodoxa leadbeateri"
"http://purl.obolibrary.org/obo/NCBITaxon_472824","Heliodoxa aurescens"
"http://purl.obolibrary.org/obo/NCBITaxon_472826","Heliodoxa imperatrix"
"http://purl.obolibrary.org/obo/NCBITaxon_472827","Heliodoxa rubinoides"
"http://purl.obolibrary.org/obo/NCBITaxon_472828","Heliodoxa xanthogonys"
"http://purl.obolibrary.org/obo/NCBITaxon_472917","Heliodoxa schreibersii"
"http://purl.obolibrary.org/obo/NCBITaxon_689220","Heliodoxa gularis"
"http://purl.obolibrary.org/obo/NCBITaxon_304652","Klais guimeti"
"http://purl.obolibrary.org/obo/NCBITaxon_304655","Lesbia victoriae"
"http://purl.obolibrary.org/obo/NCBITaxon_56657","Lesbia nuna"
"http://purl.obolibrary.org/obo/NCBITaxon_304659","Myrtis fanny"
"http://purl.obolibrary.org/obo/NCBITaxon_304665","Panterpe insignis"
"http://purl.obolibrary.org/obo/NCBITaxon_304667","Patagona gigas"
"http://purl.obolibrary.org/obo/NCBITaxon_3142392","Patagona sp. Patagona_168299"
"http://purl.obolibrary.org/obo/NCBITaxon_304682","Pterophanes cyanopterus"
"http://purl.obolibrary.org/obo/NCBITaxon_304686","Taphrospilus hypostictus"
"http://purl.obolibrary.org/obo/NCBITaxon_304692","Urosticte benjamini"
"http://purl.obolibrary.org/obo/NCBITaxon_689309","Urosticte ruficrissa"
"http://purl.obolibrary.org/obo/NCBITaxon_3149735","Cynanthus auriceps"
"http://purl.obolibrary.org/obo/NCBITaxon_3149736","Cynanthus canivetii"
"http://purl.obolibrary.org/obo/NCBITaxon_3149737","Cynanthus forficatus"
"http://purl.obolibrary.org/obo/NCBITaxon_3149738","Cynanthus lawrencei"
"http://purl.obolibrary.org/obo/NCBITaxon_501310","Cynanthus latirostris"
"http://purl.obolibrary.org/obo/NCBITaxon_501312","Cynanthus doubledayi"
"http://purl.obolibrary.org/obo/NCBITaxon_3150146","Microchera chionura"
"http://purl.obolibrary.org/obo/NCBITaxon_3150147","Microchera cupreiceps"
"http://purl.obolibrary.org/obo/NCBITaxon_472895","Microchera albocoronata"
"http://purl.obolibrary.org/obo/NCBITaxon_3150871","Amazilis amazilia"
"http://purl.obolibrary.org/obo/NCBITaxon_3150902","Elliotomyia chionogaster"
"http://purl.obolibrary.org/obo/NCBITaxon_3150980","Nesophlox evelynae"
"http://purl.obolibrary.org/obo/NCBITaxon_3150981","Nesophlox lyrura"
"http://purl.obolibrary.org/obo/NCBITaxon_3151007","Polyerata amabilis"
"http://purl.obolibrary.org/obo/NCBITaxon_3151008","Polyerata decora"
"http://purl.obolibrary.org/obo/NCBITaxon_3151009","Polyerata rosenbergi"
"http://purl.obolibrary.org/obo/NCBITaxon_3151042","Ramosomyia violiceps"
"http://purl.obolibrary.org/obo/NCBITaxon_3151043","Ramosomyia viridifrons"
"http://purl.obolibrary.org/obo/NCBITaxon_3151076","Thaumasius baeri"
"http://purl.obolibrary.org/obo/NCBITaxon_3151077","Thaumasius taczanowskii"
"http://purl.obolibrary.org/obo/NCBITaxon_3151078","Uranomitra franciae"
"http://purl.obolibrary.org/obo/NCBITaxon_335810","Hylonympha macrocerca"
"http://purl.obolibrary.org/obo/NCBITaxon_347504","Lamprolaima rhami"
"http://purl.obolibrary.org/obo/NCBITaxon_371909","Calypte costae"
"http://purl.obolibrary.org/obo/NCBITaxon_9244","Calypte anna"
"http://purl.obolibrary.org/obo/NCBITaxon_472784","Calliphlox bryantae"
"http://purl.obolibrary.org/obo/NCBITaxon_472785","Calliphlox mitchellii"
"http://purl.obolibrary.org/obo/NCBITaxon_689204","Calliphlox amethystina"
"http://purl.obolibrary.org/obo/NCBITaxon_472792","Chalybura buffonii"
"http://purl.obolibrary.org/obo/NCBITaxon_472793","Chalybura urochrysia"
"http://purl.obolibrary.org/obo/NCBITaxon_472795","Chrysolampis mosquitus"
"http://purl.obolibrary.org/obo/NCBITaxon_472897","Opisthoprora euryptera"
"http://purl.obolibrary.org/obo/NCBITaxon_472919","Rhodopis vesper"
"http://purl.obolibrary.org/obo/NCBITaxon_56655","Lafresnaya lafresnayi"
"http://purl.obolibrary.org/obo/NCBITaxon_56661","Oreonympha nobilis"
"http://purl.obolibrary.org/obo/NCBITaxon_56667","Sephanoides fernandensis"
"http://purl.obolibrary.org/obo/NCBITaxon_56668","Sephanoides sephaniodes"
"http://purl.obolibrary.org/obo/NCBITaxon_584667","Avocettula recurvirostris"
"http://purl.obolibrary.org/obo/NCBITaxon_689229","Microstilbon burmeisteri"
"http://purl.obolibrary.org/obo/NCBITaxon_689232","Myrmia micrura"
"http://purl.obolibrary.org/obo/NCBITaxon_689270","Polyonymus caroli"
"http://purl.obolibrary.org/obo/NCBITaxon_689305","Taphrolesbia griseiventris"
"http://purl.obolibrary.org/obo/NCBITaxon_689308","Thaumastura cora"
"http://purl.obolibrary.org/obo/NCBITaxon_1002741","Apus caffer"
"http://purl.obolibrary.org/obo/NCBITaxon_1160812","Apus unicolor"
"http://purl.obolibrary.org/obo/NCBITaxon_1160816","Apus pallidus"
"http://purl.obolibrary.org/obo/NCBITaxon_1160817","Apus batesi"
"http://purl.obolibrary.org/obo/NCBITaxon_1160835","Apus balstoni"
"http://purl.obolibrary.org/obo/NCBITaxon_1160836","Apus barbatus"
"http://purl.obolibrary.org/obo/NCBITaxon_1160837","Apus bradfieldi"
"http://purl.obolibrary.org/obo/NCBITaxon_1160838","Apus horus"
"http://purl.obolibrary.org/obo/NCBITaxon_1160839","Apus berliozi"
"http://purl.obolibrary.org/obo/NCBITaxon_1160840","Apus acuticauda"
"http://purl.obolibrary.org/obo/NCBITaxon_1160841","Apus niansae"
"http://purl.obolibrary.org/obo/NCBITaxon_1160842","Apus alexandri"
"http://purl.obolibrary.org/obo/NCBITaxon_118181","Apus affinis"
"http://purl.obolibrary.org/obo/NCBITaxon_8895","Apus apus"
"http://purl.obolibrary.org/obo/NCBITaxon_190670","Apus pacificus"
"http://purl.obolibrary.org/obo/NCBITaxon_46492","Apus nipalensis"
"http://purl.obolibrary.org/obo/NCBITaxon_1118496","Aeronautes andecolus"
"http://purl.obolibrary.org/obo/NCBITaxon_190674","Aeronautes saxatalis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149334","Aeronautes montivagus"
"http://purl.obolibrary.org/obo/NCBITaxon_1118521","Chaetura brachyura"
"http://purl.obolibrary.org/obo/NCBITaxon_1118522","Chaetura spinicaudus"
"http://purl.obolibrary.org/obo/NCBITaxon_243322","Chaetura chapmani"
"http://purl.obolibrary.org/obo/NCBITaxon_2486366","Chaetura egregia"
"http://purl.obolibrary.org/obo/NCBITaxon_56283","Chaetura cinereiventris"
"http://purl.obolibrary.org/obo/NCBITaxon_2562258","Chaetura fumosa"
"http://purl.obolibrary.org/obo/NCBITaxon_46511","Chaetura vauxi"
"http://purl.obolibrary.org/obo/NCBITaxon_555232","Chaetura andrei"
"http://purl.obolibrary.org/obo/NCBITaxon_2563073","Chaetura martinica"
"http://purl.obolibrary.org/obo/NCBITaxon_3149544","Chaetura meridionalis"
"http://purl.obolibrary.org/obo/NCBITaxon_8897","Chaetura pelagica"
"http://purl.obolibrary.org/obo/NCBITaxon_1118845","Tachornis squamata"
"http://purl.obolibrary.org/obo/NCBITaxon_190700","Tachornis phoenicobia"
"http://purl.obolibrary.org/obo/NCBITaxon_1160848","Tachymarptis aequatorialis"
"http://purl.obolibrary.org/obo/NCBITaxon_670359","Tachymarptis melba"
"http://purl.obolibrary.org/obo/NCBITaxon_1496111","Aerodramus hirundinaceus"
"http://purl.obolibrary.org/obo/NCBITaxon_46481","Aerodramus maximus"
"http://purl.obolibrary.org/obo/NCBITaxon_207699","Aerodramus vulcanorum"
"http://purl.obolibrary.org/obo/NCBITaxon_2182455","Aerodramus sororum"
"http://purl.obolibrary.org/obo/NCBITaxon_2182456","Aerodramus leucophaeus"
"http://purl.obolibrary.org/obo/NCBITaxon_2182457","Aerodramus ocistus"
"http://purl.obolibrary.org/obo/NCBITaxon_46482","Aerodramus spodiopygius"
"http://purl.obolibrary.org/obo/NCBITaxon_2336749","Aerodramus sp."
"http://purl.obolibrary.org/obo/NCBITaxon_2563068","Aerodramus sp. 151020f"
"http://purl.obolibrary.org/obo/NCBITaxon_2563069","Aerodramus sp. 161703f"
"http://purl.obolibrary.org/obo/NCBITaxon_2563070","Aerodramus sp. 161803i"
"http://purl.obolibrary.org/obo/NCBITaxon_2336750","Aerodramus inexpectatus"
"http://purl.obolibrary.org/obo/NCBITaxon_2336751","Aerodramus germani"
"http://purl.obolibrary.org/obo/NCBITaxon_243317","Aerodramus vanikorensis"
"http://purl.obolibrary.org/obo/NCBITaxon_243318","Aerodramus mearnsi"
"http://purl.obolibrary.org/obo/NCBITaxon_243319","Aerodramus whiteheadi"
"http://purl.obolibrary.org/obo/NCBITaxon_3149183","Aerodramus amelis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149185","Aerodramus infuscatus"
"http://purl.obolibrary.org/obo/NCBITaxon_3149186","Aerodramus inquietus"
"http://purl.obolibrary.org/obo/NCBITaxon_3149187","Aerodramus nuditarsus"
"http://purl.obolibrary.org/obo/NCBITaxon_3149188","Aerodramus orientalis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149189","Aerodramus pelewensis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149190","Aerodramus unicolor"
"http://purl.obolibrary.org/obo/NCBITaxon_326917","Aerodramus papuensis"
"http://purl.obolibrary.org/obo/NCBITaxon_46475","Aerodramus bartschi"
"http://purl.obolibrary.org/obo/NCBITaxon_46476","Aerodramus elaphrus"
"http://purl.obolibrary.org/obo/NCBITaxon_46477","Aerodramus francicus"
"http://purl.obolibrary.org/obo/NCBITaxon_46478","Aerodramus fuciphagus"
"http://purl.obolibrary.org/obo/NCBITaxon_46485","Aerodramus salangana"
"http://purl.obolibrary.org/obo/NCBITaxon_46486","Aerodramus sawtelli"
"http://purl.obolibrary.org/obo/NCBITaxon_46487","Aerodramus terraereginae"
"http://purl.obolibrary.org/obo/NCBITaxon_46488","Aerodramus brevirostris"
"http://purl.obolibrary.org/obo/NCBITaxon_190690","Hirundapus caudacutus"
"http://purl.obolibrary.org/obo/NCBITaxon_46490","Collocalia esculenta"
"http://purl.obolibrary.org/obo/NCBITaxon_46495","Collocalia linchi"
"http://purl.obolibrary.org/obo/NCBITaxon_2182462","Collocalia uropygialis"
"http://purl.obolibrary.org/obo/NCBITaxon_2336747","Collocalia affinis"
"http://purl.obolibrary.org/obo/NCBITaxon_3149658","Collocalia sumbawae"
"http://purl.obolibrary.org/obo/NCBITaxon_46496","Collocalia troglodytes"
"http://purl.obolibrary.org/obo/NCBITaxon_465450","Collocalia dodgei"
"http://purl.obolibrary.org/obo/NCBITaxon_243321","Cypsiurus parvus"
"http://purl.obolibrary.org/obo/NCBITaxon_46498","Cypsiurus balasiensis"
"http://purl.obolibrary.org/obo/NCBITaxon_243324","Neafrapus cassini"
"http://purl.obolibrary.org/obo/NCBITaxon_46502","Hydrochous gigas"
"http://purl.obolibrary.org/obo/NCBITaxon_1118541","Cypseloides cryptus"
"http://purl.obolibrary.org/obo/NCBITaxon_1986420","Cypseloides fumigatus"
"http://purl.obolibrary.org/obo/NCBITaxon_2448684","Cypseloides senex"
"http://purl.obolibrary.org/obo/NCBITaxon_46500","Cypseloides niger"
"http://purl.obolibrary.org/obo/NCBITaxon_2492402","Streptoprocne rutila"
"http://purl.obolibrary.org/obo/NCBITaxon_3150582","Streptoprocne phelpsi"
"http://purl.obolibrary.org/obo/NCBITaxon_46505","Streptoprocne zonaris"
"http://purl.obolibrary.org/obo/NCBITaxon_3092328","Zoonavena thomensis"
"http://purl.obolibrary.org/obo/NCBITaxon_3151049","Rhaphidura leucopygialis"
"http://purl.obolibrary.org/obo/NCBITaxon_3151115","Mearnsia novaeguineae"
"http://purl.obolibrary.org/obo/NCBITaxon_3151116","Mearnsia picina"
"http://purl.obolibrary.org/obo/NCBITaxon_135173","Hemiprocne longipennis"
"http://purl.obolibrary.org/obo/NCBITaxon_243314","Hemiprocne comata"
"http://purl.obolibrary.org/obo/NCBITaxon_46510","Hemiprocne mystacea"
"http://purl.obolibrary.org/obo/NCBITaxon_815495","Apodiformes sp. BOLD:AAJ5745"
"http://purl.obolibrary.org/obo/NCBITaxon_891533","Apodiformes sp. BOLD:AAB0518"
"http://purl.obolibrary.org/obo/NCBITaxon_891534","Apodiformes sp. BOLD:AAD9461"
"http://purl.obolibrary.org/obo/NCBITaxon_891535","Apodiformes sp. BOLD:AAE9714"
"http://purl.obolibrary.org/obo/NCBITaxon_891536","Apodiformes sp. BOLD:AAI6986"
"http://purl.obolibrary.org/obo/NCBITaxon_891537","Apodiformes sp. BOLD:AAJ0618"
"http://purl.obolibrary.org/obo/NCBITaxon_891538","Apodiformes sp. BOLD:AAK4539"
"http://purl.obolibrary.org/obo/NCBITaxon_891539","Apodiformes sp. BOLD:AAL0199"
"http://purl.obolibrary.org/obo/NCBITaxon_161742","Thinocorus orbignyianus"
"http://purl.obolibrary.org/obo/NCBITaxon_391620","Thinocorus rumicivorus"
"http://purl.obolibrary.org/obo/NCBITaxon_227233","Attagis gayi"
"http://purl.obolibrary.org/obo/NCBITaxon_555229","Attagis malouinus"
"http://purl.obolibrary.org/obo/NCBITaxon_1706835","Anastomus oscitans"
"http://purl.obolibrary.org/obo/NCBITaxon_2696508","Anastomus lamelligerus"
"http://purl.obolibrary.org/obo/NCBITaxon_1940340","Leptoptilos dubius"
"http://purl.obolibrary.org/obo/NCBITaxon_3150064","Leptoptilos crumenifer"
"http://purl.obolibrary.org/obo/NCBITaxon_52779","Leptoptilos javanicus"
"http://purl.obolibrary.org/obo/NCBITaxon_2781418","Mycteria sp. JBP1"
"http://purl.obolibrary.org/obo/NCBITaxon_2781419","Mycteria sp. JBP2"
"http://purl.obolibrary.org/obo/NCBITaxon_2781420","Mycteria sp. JBP3"
"http://purl.obolibrary.org/obo/NCBITaxon_2781421","Mycteria sp. JBP4"
"http://purl.obolibrary.org/obo/NCBITaxon_2781422","Mycteria sp. JBP5"
"http://purl.obolibrary.org/obo/NCBITaxon_2781423","Mycteria sp. JBP6"
"http://purl.obolibrary.org/obo/NCBITaxon_2781424","Mycteria sp. JBP7"
"http://purl.obolibrary.org/obo/NCBITaxon_2781425","Mycteria sp. JBP8"
"http://purl.obolibrary.org/obo/NCBITaxon_2781426","Mycteria sp. JBP9"
"http://purl.obolibrary.org/obo/NCBITaxon_2781427","Mycteria sp. JBP10"
"http://purl.obolibrary.org/obo/NCBITaxon_2781428","Mycteria sp. JBP11"
"http://purl.obolibrary.org/obo/NCBITaxon_2781429","Mycteria sp. JBP12"
"http://purl.obolibrary.org/obo/NCBITaxon_2781430","Mycteria sp. JBP13"
"http://purl.obolibrary.org/obo/NCBITaxon_2781431","Mycteria sp. JBP14"
"http://purl.obolibrary.org/obo/NCBITaxon_2781432","Mycteria sp. JBP15"
"http://purl.obolibrary.org/obo/NCBITaxon_2781433","Mycteria sp. JBP16"
"http://purl.obolibrary.org/obo/NCBITaxon_2781434","Mycteria sp. JBP17"
"http://purl.obolibrary.org/obo/NCBITaxon_2781435","Mycteria sp. JBP18"
"http://purl.obolibrary.org/obo/NCBITaxon_2781436","Mycteria sp. JBP19"
"http://purl.obolibrary.org/obo/NCBITaxon_2781437","Mycteria sp. JBP20"
"http://purl.obolibrary.org/obo/NCBITaxon_2781438","Mycteria sp. JBP21"
"http://purl.obolibrary.org/obo/NCBITaxon_2781439","Mycteria sp. JBP22"
"http://purl.obolibrary.org/obo/NCBITaxon_2781440","Mycteria sp. JBP23"
"http://purl.obolibrary.org/obo/NCBITaxon_2781441","Mycteria sp. JBP24"
"http://purl.obolibrary.org/obo/NCBITaxon_2781442","Mycteria sp. JBP25"
"http://purl.obolibrary.org/obo/NCBITaxon_2781443","Mycteria sp. JBP26"
"http://purl.obolibrary.org/obo/NCBITaxon_2781444","Mycteria sp. JBP27"
"http://purl.obolibrary.org/obo/NCBITaxon_2781445","Mycteria sp. JBP28"
"http://purl.obolibrary.org/obo/NCBITaxon_2781446","Mycteria sp. UNK1"
"http://purl.obolibrary.org/obo/NCBITaxon_2781447","Mycteria sp. UNK2"
"http://purl.obolibrary.org/obo/NCBITaxon_2781448","Mycteria sp. UNK3"
"http://purl.obolibrary.org/obo/NCBITaxon_2781449","Mycteria sp. UNK4"
"http://purl.obolibrary.org/obo/NCBITaxon_2781450","Mycteria sp. UNK5"
"http://purl.obolibrary.org/obo/NCBITaxon_2781451","Mycteria sp. UNK6"
"http://purl.obolibrary.org/obo/NCBITaxon_2781452","Mycteria sp. UNK7"
"http://purl.obolibrary.org/obo/NCBITaxon_2781453","Mycteria sp. WS1"
"http://purl.obolibrary.org/obo/NCBITaxon_2781454","Mycteria sp. WS2"
"http://purl.obolibrary.org/obo/NCBITaxon_2781455","Mycteria sp. WS3"
"http://purl.obolibrary.org/obo/NCBITaxon_2781456","Mycteria sp. WS4"
"http://purl.obolibrary.org/obo/NCBITaxon_2781457","Mycteria sp. WS5"
"http://purl.obolibrary.org/obo/NCBITaxon_2781458","Mycteria sp. WS6"
"http://purl.obolibrary.org/obo/NCBITaxon_2781459","Mycteria sp. WS7"
"http://purl.obolibrary.org/obo/NCBITaxon_2781460","Mycteria sp. WS8"
"http://purl.obolibrary.org/obo/NCBITaxon_2781461","Mycteria sp. WS9"
"http://purl.obolibrary.org/obo/NCBITaxon_2781462","Mycteria sp. WS10"
"http://purl.obolibrary.org/obo/NCBITaxon_2781463","Mycteria sp. WS11"
"http://purl.obolibrary.org/obo/NCBITaxon_33586","Mycteria ibis"
"http://purl.obolibrary.org/obo/NCBITaxon_33587","Mycteria americana"
"http://purl.obolibrary.org/obo/NCBITaxon_52780","Mycteria cinerea"
"http://purl.obolibrary.org/obo/NCBITaxon_52781","Mycteria leucocephala"
"http://purl.obolibrary.org/obo/NCBITaxon_8928","Ciconia ciconia"
"http://purl.obolibrary.org/obo/NCBITaxon_3075640","Ciconia microscelis"
"http://purl.obolibrary.org/obo/NCBITaxon_52776","Ciconia episcopus"
"http://purl.obolibrary.org/obo/NCBITaxon_36241","Ciconia nigra"
"http://purl.obolibrary.org/obo/NCBITaxon_39789","Ciconia abdimii"
