"aviLabel","taxon","aviId","avidb_link"
"Ceblepyris caesius","http://purl.obolibrary.org/obo/NCBITaxon_424860","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C7B05F46","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C7B05F46"
"Ceblepyris pectoralis","http://purl.obolibrary.org/obo/NCBITaxon_424859","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6E682612","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6E682612"
"Coracina caeruleogrisea","http://purl.obolibrary.org/obo/NCBITaxon_424849","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4EA1090D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4EA1090D"
"Coracina longicauda","http://purl.obolibrary.org/obo/NCBITaxon_424855","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B256B785","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B256B785"
"Coracina bicolor","http://purl.obolibrary.org/obo/NCBITaxon_424852","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-70E9B911","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-70E9B911"
"Coracina temminckii","http://purl.obolibrary.org/obo/NCBITaxon_424850","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DD9CA0A5","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DD9CA0A5"
"Coracina maxima","http://purl.obolibrary.org/obo/NCBITaxon_424840","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-69C99EC0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-69C99EC0"
"Coracina lineata","http://purl.obolibrary.org/obo/NCBITaxon_175001","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-37E84A15","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-37E84A15"
"Coracina boyeri","http://purl.obolibrary.org/obo/NCBITaxon_424853","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-198CCE88","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-198CCE88"
"Coracina novaehollandiae","http://purl.obolibrary.org/obo/NCBITaxon_254452","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EBACA7A4","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EBACA7A4"
"Coracina welchmani","http://purl.obolibrary.org/obo/NCBITaxon_498418","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0A14231E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0A14231E"
"Coracina papuensis","http://purl.obolibrary.org/obo/NCBITaxon_381022","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FFB094BE","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FFB094BE"
"Coracina atriceps","http://purl.obolibrary.org/obo/NCBITaxon_424846","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5D9FFA9E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5D9FFA9E"
"Coracina caledonica","http://purl.obolibrary.org/obo/NCBITaxon_424848","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-795072F5","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-795072F5"
"Coracina macei","http://purl.obolibrary.org/obo/NCBITaxon_424842","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F6D6E5DB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F6D6E5DB"
"Coracina javensis","http://purl.obolibrary.org/obo/NCBITaxon_424843","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7B64BB7F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7B64BB7F"
"Coracina striata","http://purl.obolibrary.org/obo/NCBITaxon_424851","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-38A7045A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-38A7045A"
"Coracina larvata","http://purl.obolibrary.org/obo/NCBITaxon_424841","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F6CD1C79","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F6CD1C79"
"Coracina personata","http://purl.obolibrary.org/obo/NCBITaxon_424845","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8FDFD55B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8FDFD55B"
"Coracina fortis","http://purl.obolibrary.org/obo/NCBITaxon_424847","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DEDD2225","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DEDD2225"
"Coracina leucopygia","http://purl.obolibrary.org/obo/NCBITaxon_424854","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-48BE10FA","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-48BE10FA"
"Coracina schistacea","http://purl.obolibrary.org/obo/NCBITaxon_424844","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-AA60C64C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-AA60C64C"
"Lobotos oriolinus","http://purl.obolibrary.org/obo/NCBITaxon_880554","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D75CBDFB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D75CBDFB"
"Campephaga flava","http://purl.obolibrary.org/obo/NCBITaxon_137517","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F9031A09","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F9031A09"
"Campephaga petiti","http://purl.obolibrary.org/obo/NCBITaxon_498410","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-95A02709","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-95A02709"
"Campephaga phoenicea","http://purl.obolibrary.org/obo/NCBITaxon_424884","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-439F76D1","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-439F76D1"
"Campochaera sloetii","http://purl.obolibrary.org/obo/NCBITaxon_498412","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-10828E53","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-10828E53"
"Malindangia mcgregori","http://purl.obolibrary.org/obo/NCBITaxon_3150949","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6D80F120","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6D80F120"
"Lalage maculosa","http://purl.obolibrary.org/obo/NCBITaxon_632597","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-2AA040CE","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-2AA040CE"
"Lalage sharpei","http://purl.obolibrary.org/obo/NCBITaxon_880550","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-16FF90E9","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-16FF90E9"
"Lalage leucopyga","http://purl.obolibrary.org/obo/NCBITaxon_498424","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A9CF79A7","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A9CF79A7"
"Lalage sueurii","http://purl.obolibrary.org/obo/NCBITaxon_424883","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3EDA596B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3EDA596B"
"Lalage tricolor","http://purl.obolibrary.org/obo/NCBITaxon_498423","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DFD1EAF6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DFD1EAF6"
"Lalage atrovirens","http://purl.obolibrary.org/obo/NCBITaxon_880549","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F385D521","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F385D521"
"Lalage leucomela","http://purl.obolibrary.org/obo/NCBITaxon_254546","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A6062F43","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A6062F43"
"Lalage melanoleuca","http://purl.obolibrary.org/obo/NCBITaxon_483956","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B0FC9CB8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B0FC9CB8"
"Lalage leucopygialis","http://purl.obolibrary.org/obo/NCBITaxon_498425","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0F9E0A44","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0F9E0A44"
"Lalage nigra","http://purl.obolibrary.org/obo/NCBITaxon_424882","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-84B32303","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-84B32303"
"Lalage newtoni","http://purl.obolibrary.org/obo/NCBITaxon_3150043","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8A9B1C25","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8A9B1C25"
"Lalage typica","http://purl.obolibrary.org/obo/NCBITaxon_3150045","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C9ECEF90","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C9ECEF90"
"Lalage melaschistos","http://purl.obolibrary.org/obo/NCBITaxon_3150041","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FAE71B8F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FAE71B8F"
"Lalage melanoptera","http://purl.obolibrary.org/obo/NCBITaxon_3150040","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-58BC7F5D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-58BC7F5D"
"Lalage fimbriata","http://purl.obolibrary.org/obo/NCBITaxon_3150039","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E501EAB3","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E501EAB3"
"Lalage polioptera","http://purl.obolibrary.org/obo/NCBITaxon_3150044","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F6CBC088","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F6CBC088"
"Cyanograucalus azureus","http://purl.obolibrary.org/obo/NCBITaxon_1743256","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DCFBF7FD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DCFBF7FD"
"Celebesica abbotti","http://purl.obolibrary.org/obo/NCBITaxon_424857","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-84B08BC5","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-84B08BC5"
"Edolisoma anale","http://purl.obolibrary.org/obo/NCBITaxon_3150873","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9EDF64A5","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9EDF64A5"
"Edolisoma coerulescens","http://purl.obolibrary.org/obo/NCBITaxon_2585810","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4DE8E18B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4DE8E18B"
"Edolisoma ostentum","http://purl.obolibrary.org/obo/NCBITaxon_3150875","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E9338134","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E9338134"
"Edolisoma montanum","http://purl.obolibrary.org/obo/NCBITaxon_3149825","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-419003AD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-419003AD"
"Edolisoma dohertyi","http://purl.obolibrary.org/obo/NCBITaxon_3149824","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A02DF10C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A02DF10C"
"Edolisoma dispar","http://purl.obolibrary.org/obo/NCBITaxon_3149823","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-BB94A2F2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-BB94A2F2"
"Edolisoma ceramense","http://purl.obolibrary.org/obo/NCBITaxon_3149822","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4660517B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4660517B"
"Edolisoma insperatum","http://purl.obolibrary.org/obo/NCBITaxon_2071385","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-1B55137E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-1B55137E"
"Edolisoma mindanense","http://purl.obolibrary.org/obo/NCBITaxon_424870","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-08C10DE8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-08C10DE8"
"Edolisoma schisticeps","http://purl.obolibrary.org/obo/NCBITaxon_424874","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3695A802","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3695A802"
"Edolisoma melas","http://purl.obolibrary.org/obo/NCBITaxon_2071562","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E3168FD6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E3168FD6"
"Edolisoma holopolium","http://purl.obolibrary.org/obo/NCBITaxon_381021","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4D6FC74F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4D6FC74F"
"Edolisoma salomonis","http://purl.obolibrary.org/obo/NCBITaxon_3149826","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-AF60AC50","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-AF60AC50"
"Edolisoma admiralitatis","http://purl.obolibrary.org/obo/NCBITaxon_498415","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4E18BA71","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4E18BA71"
"Edolisoma monacha","http://purl.obolibrary.org/obo/NCBITaxon_2071382","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D399D02C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D399D02C"
"Edolisoma morio","http://purl.obolibrary.org/obo/NCBITaxon_424871","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E7E09EF8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E7E09EF8"
"Edolisoma sula","http://purl.obolibrary.org/obo/NCBITaxon_424868","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E794950A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E794950A"
"Edolisoma incertum","http://purl.obolibrary.org/obo/NCBITaxon_424873","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-00DF0484","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-00DF0484"
"Edolisoma remotum","http://purl.obolibrary.org/obo/NCBITaxon_880546","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-78D4B5A2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-78D4B5A2"
"Edolisoma tenuirostre","http://purl.obolibrary.org/obo/NCBITaxon_381023","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8EC4024D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8EC4024D"
"Mohoua albicilla","http://purl.obolibrary.org/obo/NCBITaxon_626427","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A117BD8B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A117BD8B"
"Mohoua ochrocephala","http://purl.obolibrary.org/obo/NCBITaxon_874463","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F84E1C1E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F84E1C1E"
"Mohoua novaeseelandiae","http://purl.obolibrary.org/obo/NCBITaxon_874462","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-85C9C593","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-85C9C593"
"Machaerirhynchus nigripectus","http://purl.obolibrary.org/obo/NCBITaxon_1160894","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7A20EBB0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7A20EBB0"
"Machaerirhynchus flaviventer","http://purl.obolibrary.org/obo/NCBITaxon_338559","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A7DBA3E6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A7DBA3E6"
"Artamus fuscus","http://purl.obolibrary.org/obo/NCBITaxon_1200958","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D10DF10F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D10DF10F"
"Artamus maximus","http://purl.obolibrary.org/obo/NCBITaxon_1160893","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-776CBB16","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-776CBB16"
"Artamus leucorynchus","http://purl.obolibrary.org/obo/NCBITaxon_175024","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-05793C3E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-05793C3E"
"Artamus personatus","http://purl.obolibrary.org/obo/NCBITaxon_335546","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-92A5A04D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-92A5A04D"
"Artamus superciliosus","http://purl.obolibrary.org/obo/NCBITaxon_335547","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FC26F2A3","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FC26F2A3"
"Artamus cinereus","http://purl.obolibrary.org/obo/NCBITaxon_335548","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DD4B0562","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DD4B0562"
"Artamus cyanopterus","http://purl.obolibrary.org/obo/NCBITaxon_254442","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0DA479A1","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0DA479A1"
"Artamus minor","http://purl.obolibrary.org/obo/NCBITaxon_335549","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-CEB500D2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-CEB500D2"
"Peltops blainvillii","http://purl.obolibrary.org/obo/NCBITaxon_626435","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4EE509C8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4EE509C8"
"Peltops montanus","http://purl.obolibrary.org/obo/NCBITaxon_1269711","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E9C26F0E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E9C26F0E"
"Strepera graculina","http://purl.obolibrary.org/obo/NCBITaxon_254663","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B39778F8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B39778F8"
"Strepera fuliginosa","http://purl.obolibrary.org/obo/NCBITaxon_1120784","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7FF38E73","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7FF38E73"
"Strepera versicolor","http://purl.obolibrary.org/obo/NCBITaxon_1160849","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B7717F2A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B7717F2A"
"Melloria quoyi","http://purl.obolibrary.org/obo/NCBITaxon_254525","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6AEC3F15","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6AEC3F15"
"Gymnorhina tibicen","http://purl.obolibrary.org/obo/NCBITaxon_9132","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3CE2F51F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3CE2F51F"
"Cracticus mentalis","http://purl.obolibrary.org/obo/NCBITaxon_1120785","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F9541556","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F9541556"
"Cracticus torquatus","http://purl.obolibrary.org/obo/NCBITaxon_1120791","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9CD4E6BB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9CD4E6BB"
"Cracticus argenteus","http://purl.obolibrary.org/obo/NCBITaxon_1269712","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6BFC1262","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6BFC1262"
"Cracticus cassicus","http://purl.obolibrary.org/obo/NCBITaxon_1269716","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6E902C60","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6E902C60"
"Cracticus louisiadensis","http://purl.obolibrary.org/obo/NCBITaxon_1269718","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-764DC1DA","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-764DC1DA"
"Cracticus nigrogularis","http://purl.obolibrary.org/obo/NCBITaxon_459955","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B731E469","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B731E469"
"Rhagologus leucostigma","http://purl.obolibrary.org/obo/NCBITaxon_156170","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-61EACB38","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-61EACB38"
"Pityriasis gymnocephala","http://purl.obolibrary.org/obo/NCBITaxon_370837","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5B196640","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5B196640"
"Aegithina tiphia","http://purl.obolibrary.org/obo/NCBITaxon_175021","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EEC311EA","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EEC311EA"
"Aegithina nigrolutea","http://purl.obolibrary.org/obo/NCBITaxon_2292720","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C3E4EF0E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C3E4EF0E"
"Aegithina viridissima","http://purl.obolibrary.org/obo/NCBITaxon_2478747","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-418B6BE2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-418B6BE2"
"Aegithina lafresnayei","http://purl.obolibrary.org/obo/NCBITaxon_1763891","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D00A485D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D00A485D"
"Nilaus afer","http://purl.obolibrary.org/obo/NCBITaxon_272839","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-967545BC","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-967545BC"
"Bocagia minuta","http://purl.obolibrary.org/obo/NCBITaxon_272821","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7DCA1C1E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7DCA1C1E"
"Tchagra senegalus","http://purl.obolibrary.org/obo/NCBITaxon_272850","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-022798AB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-022798AB"
"Tchagra australis","http://purl.obolibrary.org/obo/NCBITaxon_272849","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4F9D43DE","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4F9D43DE"
"Malaconotus blanchoti","http://purl.obolibrary.org/obo/NCBITaxon_272836","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-641068BB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-641068BB"
"Malaconotus alius","http://purl.obolibrary.org/obo/NCBITaxon_306268","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9941D6E1","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9941D6E1"
"Dryoscopus gambensis","http://purl.obolibrary.org/obo/NCBITaxon_85069","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7DE7F0ED","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7DE7F0ED"
"Dryoscopus cubla","http://purl.obolibrary.org/obo/NCBITaxon_254531","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-00855728","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-00855728"
"Rhodophoneus cruentus","http://purl.obolibrary.org/obo/NCBITaxon_272902","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8B8AC14A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8B8AC14A"
"Telophorus zeylonus","http://purl.obolibrary.org/obo/NCBITaxon_272867","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D194C523","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D194C523"
"Telophorus dohertyi","http://purl.obolibrary.org/obo/NCBITaxon_254664","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0BC36521","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0BC36521"
"Chlorophoneus bocagei","http://purl.obolibrary.org/obo/NCBITaxon_488405","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EF5EDE6D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EF5EDE6D"
"Chlorophoneus sulfureopectus","http://purl.obolibrary.org/obo/NCBITaxon_272816","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F3DCCA8F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F3DCCA8F"
"Chlorophoneus nigrifrons","http://purl.obolibrary.org/obo/NCBITaxon_272818","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5CE2F0DC","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5CE2F0DC"
"Laniarius ruficeps","http://purl.obolibrary.org/obo/NCBITaxon_9201","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C59DFD44","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C59DFD44"
"Laniarius nigerrimus","http://purl.obolibrary.org/obo/NCBITaxon_1909113","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E7DC526A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E7DC526A"
"Laniarius luehderi","http://purl.obolibrary.org/obo/NCBITaxon_9198","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5AF20251","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5AF20251"
"Laniarius turatii","http://purl.obolibrary.org/obo/NCBITaxon_9200","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E294BEED","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E294BEED"
"Laniarius aethiopicus","http://purl.obolibrary.org/obo/NCBITaxon_9195","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EBC3B53B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EBC3B53B"
"Laniarius major","http://purl.obolibrary.org/obo/NCBITaxon_488399","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-07F940AA","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-07F940AA"
"Laniarius bicolor","http://purl.obolibrary.org/obo/NCBITaxon_488389","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-1776533D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-1776533D"
"Laniarius ferrugineus","http://purl.obolibrary.org/obo/NCBITaxon_125280","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-2849059D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-2849059D"
"Laniarius barbarus","http://purl.obolibrary.org/obo/NCBITaxon_9196","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5B3BD7A0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5B3BD7A0"
"Laniarius erythrogaster","http://purl.obolibrary.org/obo/NCBITaxon_488390","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5E822C9C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5E822C9C"
