"aviLabel","taxon","aviId","avidb_link"
"Lyncornis macrotis","http://purl.obolibrary.org/obo/NCBITaxon_1977169","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C5E15B31","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C5E15B31"
"Gactornis enarratus","http://purl.obolibrary.org/obo/NCBITaxon_1854004","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D0AA9105","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D0AA9105"
"Lurocalis rufiventris","http://purl.obolibrary.org/obo/NCBITaxon_662868","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FC8265D9","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FC8265D9"
"Lurocalis semitorquatus","http://purl.obolibrary.org/obo/NCBITaxon_382313","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-518ADDBC","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-518ADDBC"
"Nyctiprogne leucopyga","http://purl.obolibrary.org/obo/NCBITaxon_382315","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-73F8FC01","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-73F8FC01"
"Nyctipolus nigrescens","http://purl.obolibrary.org/obo/NCBITaxon_1854007","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-63F4EDD0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-63F4EDD0"
"Nyctidromus anthonyi","http://purl.obolibrary.org/obo/NCBITaxon_1854005","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D3D48681","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D3D48681"
"Nyctidromus albicollis","http://purl.obolibrary.org/obo/NCBITaxon_235497","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F2CB69EC","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F2CB69EC"
"Uropsalis segmentata","http://purl.obolibrary.org/obo/NCBITaxon_111827","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3981B194","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3981B194"
"Uropsalis lyra","http://purl.obolibrary.org/obo/NCBITaxon_723280","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-59EE3240","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-59EE3240"
"Systellura longirostris","http://purl.obolibrary.org/obo/NCBITaxon_1977150","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-73356C9D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-73356C9D"
"Eleothreptus anomalus","http://purl.obolibrary.org/obo/NCBITaxon_335115","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3B0F1017","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3B0F1017"
"Eleothreptus candicans","http://purl.obolibrary.org/obo/NCBITaxon_335108","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A3E1E0AC","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A3E1E0AC"
"Hydropsalis cayennensis","http://purl.obolibrary.org/obo/NCBITaxon_662867","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-663835A6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-663835A6"
"Hydropsalis climacocerca","http://purl.obolibrary.org/obo/NCBITaxon_382309","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-27032D18","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-27032D18"
"Siphonorhis brewsteri","http://purl.obolibrary.org/obo/NCBITaxon_723279","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5E7F4216","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5E7F4216"
"Nyctiphrynus mcleodii","http://purl.obolibrary.org/obo/NCBITaxon_57428","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4175CC34","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4175CC34"
"Nyctiphrynus yucatanicus","http://purl.obolibrary.org/obo/NCBITaxon_723274","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-AD1A73F6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-AD1A73F6"
"Nyctiphrynus ocellatus","http://purl.obolibrary.org/obo/NCBITaxon_382310","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F546974F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F546974F"
"Nyctiphrynus rosenbergi","http://purl.obolibrary.org/obo/NCBITaxon_723273","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A7CDF961","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A7CDF961"
"Phalaenoptilus nuttallii","http://purl.obolibrary.org/obo/NCBITaxon_48437","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D621FFC6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D621FFC6"
"Antrostomus carolinensis","http://purl.obolibrary.org/obo/NCBITaxon_279965","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8D3E8871","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8D3E8871"
"Antrostomus rufus","http://purl.obolibrary.org/obo/NCBITaxon_723191","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F331D204","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F331D204"
"Antrostomus salvini","http://purl.obolibrary.org/obo/NCBITaxon_723194","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-100B2E32","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-100B2E32"
"Antrostomus sericocaudatus","http://purl.obolibrary.org/obo/NCBITaxon_190662","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-2FEC9A38","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-2FEC9A38"
"Antrostomus ridgwayi","http://purl.obolibrary.org/obo/NCBITaxon_1854011","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C0F335B7","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C0F335B7"
"Antrostomus vociferus","http://purl.obolibrary.org/obo/NCBITaxon_57400","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-1A09655B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-1A09655B"
"Antrostomus saturatus","http://purl.obolibrary.org/obo/NCBITaxon_723195","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-67D59645","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-67D59645"
"Antrostomus arizonae","http://purl.obolibrary.org/obo/NCBITaxon_1963915","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-CED2468C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-CED2468C"
"Chordeiles nacunda","http://purl.obolibrary.org/obo/NCBITaxon_3149561","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6E297C5B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6E297C5B"
"Chordeiles pusillus","http://purl.obolibrary.org/obo/NCBITaxon_723269","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-897A81B0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-897A81B0"
"Chordeiles rupestris","http://purl.obolibrary.org/obo/NCBITaxon_48289","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-18D14B20","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-18D14B20"
"Chordeiles acutipennis","http://purl.obolibrary.org/obo/NCBITaxon_118183","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9690689D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9690689D"
"Chordeiles minor","http://purl.obolibrary.org/obo/NCBITaxon_48398","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-24E39ACD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-24E39ACD"
"Chordeiles gundlachii","http://purl.obolibrary.org/obo/NCBITaxon_3132979","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E025D440","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E025D440"
"Caprimulgus vexillarius","http://purl.obolibrary.org/obo/NCBITaxon_3149528","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A526534E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A526534E"
"Caprimulgus longipennis","http://purl.obolibrary.org/obo/NCBITaxon_3149520","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D36F4D98","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D36F4D98"
"Caprimulgus ruficollis","http://purl.obolibrary.org/obo/NCBITaxon_3149524","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6CC3D04B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6CC3D04B"
"Caprimulgus indicus","http://purl.obolibrary.org/obo/NCBITaxon_433629","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5FF16559","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5FF16559"
"Caprimulgus jotaka","http://purl.obolibrary.org/obo/NCBITaxon_1463618","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7A2734EB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7A2734EB"
"Caprimulgus europaeus","http://purl.obolibrary.org/obo/NCBITaxon_111811","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-80D4B0FE","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-80D4B0FE"
"Caprimulgus fraenatus","http://purl.obolibrary.org/obo/NCBITaxon_335105","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-E93A0F33","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-E93A0F33"
"Caprimulgus rufigena","http://purl.obolibrary.org/obo/NCBITaxon_723188","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-05E2FB2A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-05E2FB2A"
"Caprimulgus aegyptius","http://purl.obolibrary.org/obo/NCBITaxon_723173","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-2F7F0244","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-2F7F0244"
"Caprimulgus nubicus","http://purl.obolibrary.org/obo/NCBITaxon_2034714","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-626D56E4","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-626D56E4"
"Caprimulgus mahrattensis","http://purl.obolibrary.org/obo/NCBITaxon_2717540","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C727BD31","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C727BD31"
"Caprimulgus eximius","http://purl.obolibrary.org/obo/NCBITaxon_1925557","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-589694DD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-589694DD"
"Caprimulgus macrurus","http://purl.obolibrary.org/obo/NCBITaxon_382307","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-04DDADF0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-04DDADF0"
"Caprimulgus meesi","http://purl.obolibrary.org/obo/NCBITaxon_3044226","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9ECE1498","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9ECE1498"
"Caprimulgus atripennis","http://purl.obolibrary.org/obo/NCBITaxon_3044220","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FAFED39C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FAFED39C"
"Caprimulgus manillensis","http://purl.obolibrary.org/obo/NCBITaxon_662866","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9D246A37","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9D246A37"
"Caprimulgus pectoralis","http://purl.obolibrary.org/obo/NCBITaxon_723179","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7E3578A2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7E3578A2"
"Caprimulgus poliocephalus","http://purl.obolibrary.org/obo/NCBITaxon_723182","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-FB96690D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-FB96690D"
"Caprimulgus asiaticus","http://purl.obolibrary.org/obo/NCBITaxon_3044219","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-65D4C83B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-65D4C83B"
"Caprimulgus madagascariensis","http://purl.obolibrary.org/obo/NCBITaxon_723178","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0F8EB10D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0F8EB10D"
"Caprimulgus inornatus","http://purl.obolibrary.org/obo/NCBITaxon_335107","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7C3959D6","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7C3959D6"
"Caprimulgus affinis","http://purl.obolibrary.org/obo/NCBITaxon_382306","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-50EDFCF2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-50EDFCF2"
"Caprimulgus prigoginei","http://purl.obolibrary.org/obo/NCBITaxon_1002751","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4B58353A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4B58353A"
"Caprimulgus batesi","http://purl.obolibrary.org/obo/NCBITaxon_723175","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-CCA7AB2D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-CCA7AB2D"
"Caprimulgus climacurus","http://purl.obolibrary.org/obo/NCBITaxon_335109","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A20EA34D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A20EA34D"
"Caprimulgus fossii","http://purl.obolibrary.org/obo/NCBITaxon_723177","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4FD242D0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4FD242D0"
"Steatornis caripensis","http://purl.obolibrary.org/obo/NCBITaxon_48435","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A820F165","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A820F165"
"Nyctibius grandis","http://purl.obolibrary.org/obo/NCBITaxon_48427","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EBEFFDBF","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EBEFFDBF"
"Nyctibius aethereus","http://purl.obolibrary.org/obo/NCBITaxon_48425","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-407292B2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-407292B2"
"Nyctibius griseus","http://purl.obolibrary.org/obo/NCBITaxon_48428","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7333ADB3","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7333ADB3"
"Nyctibius jamaicensis","http://purl.obolibrary.org/obo/NCBITaxon_662870","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5F312992","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5F312992"
"Nyctibius maculosus","http://purl.obolibrary.org/obo/NCBITaxon_48430","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-29C4EF9C","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-29C4EF9C"
"Nyctibius leucopterus","http://purl.obolibrary.org/obo/NCBITaxon_48429","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-46E2FA49","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-46E2FA49"
"Rigidipenna inexpectata","http://purl.obolibrary.org/obo/NCBITaxon_424215","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-42B0D7C0","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-42B0D7C0"
"Podargus strigoides","http://purl.obolibrary.org/obo/NCBITaxon_8905","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8500F130","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8500F130"
"Podargus ocellatus","http://purl.obolibrary.org/obo/NCBITaxon_48432","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A9003A7B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A9003A7B"
"Podargus papuensis","http://purl.obolibrary.org/obo/NCBITaxon_48431","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-BA1D64E2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-BA1D64E2"
"Batrachostomus auritus","http://purl.obolibrary.org/obo/NCBITaxon_424209","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9E4E307A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9E4E307A"
"Batrachostomus septimus","http://purl.obolibrary.org/obo/NCBITaxon_382305","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-360A309E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-360A309E"
"Batrachostomus moniliger","http://purl.obolibrary.org/obo/NCBITaxon_1463615","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-8739173E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-8739173E"
"Batrachostomus hodgsoni","http://purl.obolibrary.org/obo/NCBITaxon_1463614","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5CB94E3D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5CB94E3D"
"Batrachostomus cornutus","http://purl.obolibrary.org/obo/NCBITaxon_48282","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-D3AF2371","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-D3AF2371"
"Aegotheles savesi","http://purl.obolibrary.org/obo/NCBITaxon_191444","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7D6D30A3","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7D6D30A3"
"Aegotheles insignis","http://purl.obolibrary.org/obo/NCBITaxon_671282","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-76F38417","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-76F38417"
"Aegotheles tatei","http://purl.obolibrary.org/obo/NCBITaxon_671284","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EBD55D2E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EBD55D2E"
"Aegotheles wallacii","http://purl.obolibrary.org/obo/NCBITaxon_191441","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-27853C12","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-27853C12"
"Aegotheles crinifrons","http://purl.obolibrary.org/obo/NCBITaxon_671283","http://kenshih.com/master-birder/ontology#AvibaseID_None","https://avibase.bsc-eoc.org/species.jsp?avibaseid=None"
"Aegotheles cristatus","http://purl.obolibrary.org/obo/NCBITaxon_48279","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-175A7534","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-175A7534"
"Aegotheles affinis","http://purl.obolibrary.org/obo/NCBITaxon_3024790","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A2A0B21A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A2A0B21A"
"Aegotheles bennettii","http://purl.obolibrary.org/obo/NCBITaxon_48278","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-6417F60A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-6417F60A"
"Aegotheles terborghi","http://purl.obolibrary.org/obo/NCBITaxon_3388947","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5FF84E4E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5FF84E4E"
"Hemiprocne longipennis","http://purl.obolibrary.org/obo/NCBITaxon_135173","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9B8B422F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9B8B422F"
"Hemiprocne comata","http://purl.obolibrary.org/obo/NCBITaxon_243314","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-76477B32","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-76477B32"
"Hemiprocne mystacea","http://purl.obolibrary.org/obo/NCBITaxon_46510","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C689BD7E","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C689BD7E"
"Streptoprocne rutila","http://purl.obolibrary.org/obo/NCBITaxon_2492402","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-50222B1F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-50222B1F"
"Streptoprocne phelpsi","http://purl.obolibrary.org/obo/NCBITaxon_3150582","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-152D907A","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-152D907A"
"Streptoprocne zonaris","http://purl.obolibrary.org/obo/NCBITaxon_46505","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-88D7E68D","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-88D7E68D"
"Cypseloides niger","http://purl.obolibrary.org/obo/NCBITaxon_46500","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7FB66FEB","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7FB66FEB"
"Cypseloides fumigatus","http://purl.obolibrary.org/obo/NCBITaxon_1986420","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-9054A7CA","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-9054A7CA"
"Cypseloides cryptus","http://purl.obolibrary.org/obo/NCBITaxon_1118541","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0770CE13","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0770CE13"
"Cypseloides senex","http://purl.obolibrary.org/obo/NCBITaxon_2448684","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-61C74CAD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-61C74CAD"
"Hirundapus caudacutus","http://purl.obolibrary.org/obo/NCBITaxon_190690","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-EA55CA27","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-EA55CA27"
"Mearnsia picina","http://purl.obolibrary.org/obo/NCBITaxon_3151116","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5B67443F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5B67443F"
"Mearnsia novaeguineae","http://purl.obolibrary.org/obo/NCBITaxon_3151115","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-BC8996E2","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-BC8996E2"
"Rhaphidura leucopygialis","http://purl.obolibrary.org/obo/NCBITaxon_3151049","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-737C55FF","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-737C55FF"
"Neafrapus cassini","http://purl.obolibrary.org/obo/NCBITaxon_243324","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-4CB38AE8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-4CB38AE8"
"Zoonavena thomensis","http://purl.obolibrary.org/obo/NCBITaxon_3092328","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-66F1256F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-66F1256F"
"Chaetura cinereiventris","http://purl.obolibrary.org/obo/NCBITaxon_56283","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0F898234","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0F898234"
"Chaetura spinicaudus","http://purl.obolibrary.org/obo/NCBITaxon_1118522","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-AEFB8157","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-AEFB8157"
"Chaetura fumosa","http://purl.obolibrary.org/obo/NCBITaxon_2562258","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-7DBCF8E4","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-7DBCF8E4"
"Chaetura martinica","http://purl.obolibrary.org/obo/NCBITaxon_2563073","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-0E688C13","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-0E688C13"
"Chaetura egregia","http://purl.obolibrary.org/obo/NCBITaxon_2486366","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-33352866","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-33352866"
"Chaetura pelagica","http://purl.obolibrary.org/obo/NCBITaxon_8897","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C3AD1AFF","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C3AD1AFF"
"Chaetura vauxi","http://purl.obolibrary.org/obo/NCBITaxon_46511","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-1775ED98","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-1775ED98"
"Chaetura chapmani","http://purl.obolibrary.org/obo/NCBITaxon_243322","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-3792D735","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-3792D735"
"Chaetura andrei","http://purl.obolibrary.org/obo/NCBITaxon_555232","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B414537B","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B414537B"
"Chaetura meridionalis","http://purl.obolibrary.org/obo/NCBITaxon_3149544","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C2288064","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C2288064"
"Chaetura brachyura","http://purl.obolibrary.org/obo/NCBITaxon_1118521","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-5368983F","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-5368983F"
"Aeronautes saxatalis","http://purl.obolibrary.org/obo/NCBITaxon_190674","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B401C2DD","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B401C2DD"
"Aeronautes montivagus","http://purl.obolibrary.org/obo/NCBITaxon_3149334","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-A3093269","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-A3093269"
"Aeronautes andecolus","http://purl.obolibrary.org/obo/NCBITaxon_1118496","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-B9CF96D5","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-B9CF96D5"
"Tachornis phoenicobia","http://purl.obolibrary.org/obo/NCBITaxon_190700","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-C2077AD8","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-C2077AD8"
"Tachornis squamata","http://purl.obolibrary.org/obo/NCBITaxon_1118845","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-F0D08AFF","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-F0D08AFF"
"Cypsiurus balasiensis","http://purl.obolibrary.org/obo/NCBITaxon_46498","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-83C40F89","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-83C40F89"
"Cypsiurus parvus","http://purl.obolibrary.org/obo/NCBITaxon_243321","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-DA106373","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-DA106373"
"Tachymarptis aequatorialis","http://purl.obolibrary.org/obo/NCBITaxon_1160848","http://kenshih.com/master-birder/ontology#AvibaseID_avibase-91429F78","https://avibase.bsc-eoc.org/species.jsp?avibaseid=avibase-91429F78"
