"taxonLabel","uberonLabel","upp_label","uoo_label"
"Aves","telencephalic song nucleus HVC","overlaps","connected anatomical structure"
"Aves","telencephalic song nucleus HVC","overlaps","material anatomical entity"
"Aves","telencephalic song nucleus HVC","overlaps","electrically active cell"
"Aves","telencephalic song nucleus HVC","overlaps","eukaryotic cell"
"Aves","telencephalic song nucleus HVC","overlaps","electrically responsive cell"
"Aves","telencephalic song nucleus HVC","overlaps","electrically signaling cell"
"Aves","telencephalic song nucleus HVC","overlaps","neuron"
"Aves","telencephalic song nucleus HVC","overlaps","neural cell"
"Aves","telencephalic song nucleus HVC","overlaps","cellular organism"
"Aves","telencephalic song nucleus HVC","overlaps","cellular organisms"
"Aves","telencephalic song nucleus HVC","overlaps","Eukaryota"
"Aves","telencephalic song nucleus HVC","overlaps","Metazoa"
"Aves","telencephalic song nucleus HVC","overlaps","nervous system"
"Aves","telencephalic song nucleus HVC","overlaps","central nervous system"
"Aves","telencephalic song nucleus HVC","overlaps","forebrain"
"Aves","telencephalic song nucleus HVC","overlaps","gray matter"
"Aves","telencephalic song nucleus HVC","overlaps","ectoderm-derived structure"
"Aves","telencephalic song nucleus HVC","overlaps","electron"
"Aves","telencephalic song nucleus HVC","overlaps","proton"
"Aves","telencephalic song nucleus HVC","overlaps","atomic nucleus"
"Aves","telencephalic song nucleus HVC","overlaps","subatomic particle"
"Aves","telencephalic song nucleus HVC","overlaps","atom"
"Aves","telencephalic song nucleus HVC","overlaps","molecule"
"Aves","telencephalic song nucleus HVC","overlaps","organism"
"Aves","telencephalic song nucleus HVC","overlaps","cellular_component"
"Aves","telencephalic song nucleus HVC","overlaps","cellular anatomical entity"
"Aves","telencephalic song nucleus HVC","overlaps","cellular anatomical structure"
"Aves","telencephalic song nucleus HVC","overlaps","multicellular organism"
"Aves","telencephalic song nucleus HVC","overlaps","organism"
"Aves","telencephalic song nucleus HVC","overlaps","chemical entity"
"Aves","telencephalic song nucleus HVC","overlaps","inorganic molecular entity"
"Aves","telencephalic song nucleus HVC","overlaps","root"
"Aves","telencephalic song nucleus HVC","overlaps","entity"
"Aves","telencephalic song nucleus HVC","overlaps","ion"
"Aves","telencephalic song nucleus HVC","overlaps","hydrogen molecular entity"
"Aves","telencephalic song nucleus HVC","overlaps","hydron"
"Aves","telencephalic song nucleus HVC","overlaps","monoatomic cation"
"Aves","telencephalic song nucleus HVC","overlaps","monoatomic ion"
"Aves","telencephalic song nucleus HVC","overlaps","inorganic ion"
"Aves","telencephalic song nucleus HVC","overlaps","inorganic cation"
"Aves","telencephalic song nucleus HVC","overlaps","cation"
"Aves","telencephalic song nucleus HVC","overlaps","Opisthokonta"
"Aves","telencephalic song nucleus HVC","overlaps","Eumetazoa"
"Aves","telencephalic song nucleus HVC","overlaps","organ"
"Aves","telencephalic song nucleus HVC","overlaps","pallium"
"Aves","telencephalic song nucleus HVC","overlaps","telencephalon"
"Aves","telencephalic song nucleus HVC","overlaps","somatodendritic compartment"
"Aves","telencephalic song nucleus HVC","overlaps","neuronal cell body"
"Aves","telencephalic song nucleus HVC","overlaps","cell body"
"Aves","telencephalic song nucleus HVC","overlaps","cellular organisms or viruses"
"Aves","telencephalic song nucleus HVC","overlaps","anatomical system"
"Aves","telencephalic song nucleus HVC","overlaps","Unikonta"
"Aves","telencephalic song nucleus HVC","overlaps","Archaea or Eukaryota"
"Aves","telencephalic song nucleus HVC","overlaps","monovalent inorganic cation"
"Aves","telencephalic song nucleus HVC","overlaps","anatomical entity"
"Aves","telencephalic song nucleus HVC","overlaps","anatomical system"
"Aves","telencephalic song nucleus HVC","overlaps","nervous system"
"Aves","telencephalic song nucleus HVC","overlaps","molecular entity"
"Aves","telencephalic song nucleus HVC","overlaps","atom"
"Aves","telencephalic song nucleus HVC","overlaps","organism or virus or viroid"
"Aves","telencephalic song nucleus HVC","overlaps","organism or virus or viroid"
"Aves","telencephalic song nucleus HVC","overlaps","organismal entity"
"Aves","telencephalic song nucleus HVC","overlaps","organismal entity"
"Aves","telencephalic song nucleus HVC","overlaps","multicellular anatomical structure"
"Aves","telencephalic song nucleus HVC","overlaps","multicellular anatomical structure"
"Aves","telencephalic song nucleus HVC","overlaps","multi-tissue structure"
"Aves","telencephalic song nucleus HVC","overlaps","multi-tissue structure"
"Aves","telencephalic song nucleus HVC","overlaps","multi cell part structure"
"Aves","telencephalic song nucleus HVC","overlaps","multi cell part structure"
"Aves","telencephalic song nucleus HVC","overlaps","organ system subdivision"
"Aves","telencephalic song nucleus HVC","overlaps","organ system subdivision"
"Aves","telencephalic song nucleus HVC","overlaps","regional part of nervous system"
"Aves","telencephalic song nucleus HVC","overlaps","regional part of brain"
"Aves","telencephalic song nucleus HVC","overlaps","central nervous system cell part cluster"
"Aves","telencephalic song nucleus HVC","overlaps","brain gray matter"
"Aves","telencephalic song nucleus HVC","overlaps","nidopallium"
"Aves","telencephalic song nucleus HVC","overlaps","hydrogen atom"
"Aves","telencephalic song nucleus HVC","overlaps","main group molecular entity"
"Aves","telencephalic song nucleus HVC","overlaps","lepton"
"Aves","telencephalic song nucleus HVC","overlaps","monoatomic monocation"
"Aves","telencephalic song nucleus HVC","overlaps","monoatomic hydrogen"
"Aves","telencephalic song nucleus HVC","has_part","nuclear particle"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","independent continuant"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","independent continuant"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","anatomical structure"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","anatomical structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","continuant"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","continuant"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","material entity"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","material entity"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","anatomical entity"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","anatomical entity"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","connected anatomical structure"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","connected anatomical structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","material anatomical entity"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","material anatomical entity"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","tissue"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","tissue"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","epithelium"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","epithelium"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","embryo"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","embryo"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","ectoderm"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","ectoderm"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","ectoderm-derived structure"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","ectoderm-derived structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","gastrula"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","gastrula"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","multicellular organism"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","multicellular organism"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organism"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","organism"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","root"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","root"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","entity"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","entity"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organism"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","organism"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","germ layer"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","germ layer"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","neural tube"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","neural tube"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","neural plate"
"Aves","telencephalic song nucleus HVC","developmentally preceded by","neural plate"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","neural rod"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","neural keel"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","cellular organisms or viruses"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","tube"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","anterior neural tube"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","epithelial tube"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","neurectoderm"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","embryonic tissue"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future telencephalon"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organism or virus or viroid"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organismal entity"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","multicellular anatomical structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","embryonic structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","developing anatomical structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","blastula"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","epiblast (generic)"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","anatomical conduit"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","anatomical conduit"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future brain"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future brain"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future forebrain"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future forebrain"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive ectoderm"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive ectoderm"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","cleaving embryo"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","cleaving embryo"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","germ layer / neural crest"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","germ layer / neural crest"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","ecto-epithelium"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","ecto-epithelium"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future central nervous system"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future central nervous system"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future nervous system"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","future nervous system"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","pre-chordal neural plate"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","pre-chordal neural plate"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive structure"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive neural plate"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","presumptive neural plate"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","animal"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","animal"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","animal egg"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","animal egg"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organism by alternate grouping"
"Aves","telencephalic song nucleus HVC","has developmental contribution from","organism by alternate grouping"
"Aves","telencephalic song nucleus HVC","is anatomical entity","independent continuant"
"Aves","telencephalic song nucleus HVC","is anatomical entity","anatomical structure"
"Aves","telencephalic song nucleus HVC","is anatomical entity","continuant"
"Aves","telencephalic song nucleus HVC","existence ends during or before","occurrent"
"Aves","telencephalic song nucleus HVC","end stage","occurrent"
"Aves","telencephalic song nucleus HVC","functionally related to","occurrent"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","occurrent"
"Aves","telencephalic song nucleus HVC","causally related to","occurrent"
"Aves","telencephalic song nucleus HVC","causal agent in process","occurrent"
"Aves","telencephalic song nucleus HVC","causal relation between material entity and a process","occurrent"
"Aves","telencephalic song nucleus HVC","functionally related to","process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","process"
"Aves","telencephalic song nucleus HVC","causally related to","process"
"Aves","telencephalic song nucleus HVC","causal agent in process","process"
"Aves","telencephalic song nucleus HVC","causal relation between material entity and a process","process"
"Aves","telencephalic song nucleus HVC","functionally related to","biological_process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","biological_process"
"Aves","telencephalic song nucleus HVC","causally related to","biological_process"
"Aves","telencephalic song nucleus HVC","causal agent in process","biological_process"
"Aves","telencephalic song nucleus HVC","causal relation between material entity and a process","biological_process"
"Aves","telencephalic song nucleus HVC","functionally related to","biological process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","biological process"
"Aves","telencephalic song nucleus HVC","causally related to","biological process"
"Aves","telencephalic song nucleus HVC","causal agent in process","biological process"
"Aves","telencephalic song nucleus HVC","causal relation between material entity and a process","biological process"
"Aves","telencephalic song nucleus HVC","functionally related to","behavior"
"Aves","telencephalic song nucleus HVC","causally related to","behavior"
"Aves","telencephalic song nucleus HVC","causal agent in process","behavior"
"Aves","telencephalic song nucleus HVC","causal relation between material entity and a process","behavior"
"Aves","telencephalic song nucleus HVC","functionally related to","entity"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","entity"
"Aves","telencephalic song nucleus HVC","causally related to","entity"
"Aves","telencephalic song nucleus HVC","causal agent in process","entity"
"Aves","telencephalic song nucleus HVC","functionally related to","system process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","system process"
"Aves","telencephalic song nucleus HVC","causally related to","system process"
"Aves","telencephalic song nucleus HVC","causal agent in process","system process"
"Aves","telencephalic song nucleus HVC","functionally related to","multicellular organismal process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","multicellular organismal process"
"Aves","telencephalic song nucleus HVC","causally related to","multicellular organismal process"
"Aves","telencephalic song nucleus HVC","causal agent in process","multicellular organismal process"
"Aves","telencephalic song nucleus HVC","functionally related to","nervous system process"
"Aves","telencephalic song nucleus HVC","part of structure that is capable of","nervous system process"
"Aves","telencephalic song nucleus HVC","causally related to","nervous system process"
"Aves","telencephalic song nucleus HVC","causal agent in process","nervous system process"
"Aves","telencephalic song nucleus HVC","functionally related to","learning or memory"
"Aves","telencephalic song nucleus HVC","causally related to","learning or memory"
"Aves","telencephalic song nucleus HVC","causal agent in process","learning or memory"
"Aves","telencephalic song nucleus HVC","functionally related to","cognition"
"Aves","telencephalic song nucleus HVC","causally related to","cognition"
"Aves","telencephalic song nucleus HVC","causal agent in process","cognition"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","multicellular organism"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","telencephalon"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","somatodendritic compartment"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","neuronal cell body"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","cell body"
"Aves","telencephalic song nucleus HVC","functionally related to","vocalization behavior"
"Aves","telencephalic song nucleus HVC","causally related to","vocalization behavior"
"Aves","telencephalic song nucleus HVC","causal agent in process","vocalization behavior"
"Aves","telencephalic song nucleus HVC","functionally related to","learned vocalization behavior"
"Aves","telencephalic song nucleus HVC","causally related to","learned vocalization behavior"
"Aves","telencephalic song nucleus HVC","causal agent in process","learned vocalization behavior"
"Aves","telencephalic song nucleus HVC","functionally related to","learned vocalization behavior or vocal learning"
"Aves","telencephalic song nucleus HVC","causally related to","learned vocalization behavior or vocal learning"
"Aves","telencephalic song nucleus HVC","causal agent in process","learned vocalization behavior or vocal learning"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","cellular organisms or viruses"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","anatomical system"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","Unikonta"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","Archaea or Eukaryota"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","monovalent inorganic cation"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","anatomical entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","anatomical system"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","nervous system"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","molecular entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","atom"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","organism or virus or viroid"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","organismal entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","multicellular anatomical structure"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","multi-tissue structure"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","multi cell part structure"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","organ system subdivision"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","regional part of nervous system"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","regional part of brain"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","central nervous system cell part cluster"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","brain gray matter"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","nidopallium"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","hydrogen atom"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","main group molecular entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","lepton"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","monoatomic monocation"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","monoatomic hydrogen"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","elemental hydrogen"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","nonmetal atom"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","monoatomic entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","nucleon"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","elemental molecular entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","main group element atom"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","s-block element atom"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","fundamental particle"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","s-block molecular entity"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","baryon"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","fermion"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","composite particle"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","hadron"
"Aves","telencephalic song nucleus HVC","mereotopologically related to","nuclear particle"
"Aves","beak","part of","material entity"
"Aves","beak","part of","material entity"
"Aves","beak","part_of","material entity"
"Aves","beak","overlaps","material entity"
"Aves","beak","part of","anatomical entity"
"Aves","beak","part of","anatomical entity"
"Aves","beak","part_of","anatomical entity"
"Aves","beak","overlaps","anatomical entity"
"Aves","beak","part of","anatomical structure"
"Aves","beak","part of","anatomical structure"
"Aves","beak","part_of","anatomical structure"
"Aves","beak","overlaps","anatomical structure"
"Aves","beak","part of","connected anatomical structure"
"Aves","beak","part of","connected anatomical structure"
"Aves","beak","part_of","connected anatomical structure"
"Aves","beak","overlaps","connected anatomical structure"
"Aves","beak","part of","material anatomical entity"
"Aves","beak","part of","material anatomical entity"
"Aves","beak","part_of","material anatomical entity"
"Aves","beak","overlaps","material anatomical entity"
"Aves","beak","part of","multicellular organism"
"Aves","beak","part of","multicellular organism"
"Aves","beak","part_of","multicellular organism"
"Aves","beak","overlaps","multicellular organism"
"Aves","beak","part of","organism"
"Aves","beak","part of","organism"
"Aves","beak","part_of","organism"
"Aves","beak","overlaps","organism"
"Aves","beak","part of","entity"
"Aves","beak","part of","entity"
"Aves","beak","part_of","entity"
"Aves","beak","overlaps","entity"
"Aves","beak","part of","head"
"Aves","beak","part of","head"
"Aves","beak","part_of","head"
"Aves","beak","overlaps","head"
"Aves","beak","part of","craniocervical region"
"Aves","beak","part of","craniocervical region"
"Aves","beak","part_of","craniocervical region"
"Aves","beak","overlaps","craniocervical region"
"Aves","beak","part of","organism subdivision"
"Aves","beak","part of","organism subdivision"
"Aves","beak","part_of","organism subdivision"
"Aves","beak","overlaps","organism subdivision"
"Aves","beak","part of","organism or virus or viroid"
"Aves","beak","part of","organism or virus or viroid"
"Aves","beak","part_of","organism or virus or viroid"
"Aves","beak","overlaps","organism or virus or viroid"
"Aves","beak","part of","organismal entity"
"Aves","beak","part of","organismal entity"
"Aves","beak","part_of","organismal entity"
"Aves","beak","overlaps","organismal entity"
"Aves","beak","part of","multicellular anatomical structure"
"Aves","beak","part of","multicellular anatomical structure"
"Aves","beak","part_of","multicellular anatomical structure"
"Aves","beak","overlaps","multicellular anatomical structure"
"Aves","beak","part of","anterior region of body"
"Aves","beak","part of","anterior region of body"
"Aves","beak","part_of","anterior region of body"
"Aves","beak","overlaps","anterior region of body"
"Aves","beak","part of","subdivision of organism along main body axis"
"Aves","beak","part of","subdivision of organism along main body axis"
"Aves","beak","part_of","subdivision of organism along main body axis"
"Aves","beak","overlaps","subdivision of organism along main body axis"
"Aves","beak","part of","main body axis"
"Aves","beak","part of","main body axis"
"Aves","beak","part_of","main body axis"
"Aves","beak","part of","body proper"
"Aves","beak","part of","body proper"
"Aves","beak","part_of","body proper"
"Aves","maxillary rhamphotheca","overlaps","independent continuant"
"Aves","maxillary rhamphotheca","overlaps","anatomical structure"
"Aves","maxillary rhamphotheca","overlaps","mouth"
"Aves","maxillary rhamphotheca","overlaps","digestive tract"
"Aves","maxillary rhamphotheca","overlaps","continuant"
"Aves","maxillary rhamphotheca","overlaps","material entity"
"Aves","maxillary rhamphotheca","overlaps","anatomical entity"
"Aves","maxillary rhamphotheca","part_of","anatomical structure"
"Aves","maxillary rhamphotheca","part_of","connected anatomical structure"
"Aves","maxillary rhamphotheca","overlaps","connected anatomical structure"
"Aves","maxillary rhamphotheca","part_of","material anatomical entity"
"Aves","maxillary rhamphotheca","overlaps","material anatomical entity"
"Aves","maxillary rhamphotheca","part_of","tissue"
"Aves","maxillary rhamphotheca","overlaps","tissue"
"Aves","maxillary rhamphotheca","part_of","epithelium"
"Aves","maxillary rhamphotheca","overlaps","epithelium"
"Aves","maxillary rhamphotheca","part_of","skin epidermis"
"Aves","maxillary rhamphotheca","part of","anatomical structure"
"Aves","maxillary rhamphotheca","part of","anatomical structure"
"Aves","maxillary rhamphotheca","part of","connected anatomical structure"
"Aves","maxillary rhamphotheca","part of","connected anatomical structure"
"Aves","maxillary rhamphotheca","part of","material anatomical entity"
"Aves","maxillary rhamphotheca","part of","material anatomical entity"
"Aves","maxillary rhamphotheca","part of","tissue"
"Aves","maxillary rhamphotheca","part of","tissue"
"Aves","maxillary rhamphotheca","part of","epithelium"
"Aves","maxillary rhamphotheca","part of","epithelium"
"Aves","maxillary rhamphotheca","part of","skin epidermis"
"Aves","maxillary rhamphotheca","part of","skin epidermis"
"Aves","maxillary rhamphotheca","part of","skin of body"
"Aves","maxillary rhamphotheca","part of","skin of body"
"Aves","maxillary rhamphotheca","part of","ectoderm-derived structure"
"Aves","maxillary rhamphotheca","part of","ectoderm-derived structure"
"Aves","maxillary rhamphotheca","part of","outer epithelium"
"Aves","maxillary rhamphotheca","part of","outer epithelium"
"Aves","maxillary rhamphotheca","part of","jaw region"
"Aves","maxillary rhamphotheca","part of","jaw region"
"Aves","maxillary rhamphotheca","part of","anatomical entity"
"Aves","maxillary rhamphotheca","part of","anatomical entity"
"Aves","maxillary rhamphotheca","part of","multicellular organism"
"Aves","maxillary rhamphotheca","part of","multicellular organism"
"Aves","maxillary rhamphotheca","part of","organism"
"Aves","maxillary rhamphotheca","part of","organism"
"Aves","maxillary rhamphotheca","part of","entity"
"Aves","maxillary rhamphotheca","part of","entity"
"Aves","maxillary rhamphotheca","part of","integumental system"
"Aves","maxillary rhamphotheca","part of","integumental system"
"Aves","maxillary rhamphotheca","part of","head"
"Aves","maxillary rhamphotheca","part of","head"
"Aves","maxillary rhamphotheca","part of","organ"
"Aves","maxillary rhamphotheca","part of","organ"
"Aves","maxillary rhamphotheca","part of","tube"
"Aves","maxillary rhamphotheca","part of","tube"
"Aves","maxillary rhamphotheca","part of","anatomical system"
"Aves","maxillary rhamphotheca","part of","anatomical system"
"Aves","maxillary rhamphotheca","part of","digestive system"
"Aves","maxillary rhamphotheca","part of","digestive system"
"Aves","maxillary rhamphotheca","part of","face"
"Aves","maxillary rhamphotheca","part of","face"
"Aves","maxillary rhamphotheca","part of","beak"
"Aves","maxillary rhamphotheca","part of","beak"
"Aves","maxillary rhamphotheca","part of","integument"
"Aves","maxillary rhamphotheca","part of","integument"
"Aves","maxillary rhamphotheca","part of","midface"
"Aves","maxillary rhamphotheca","part of","midface"
"Aves","maxillary rhamphotheca","part of","craniocervical region"
"Aves","maxillary rhamphotheca","part of","craniocervical region"
"Aves","maxillary rhamphotheca","part of","organism subdivision"
"Aves","maxillary rhamphotheca","part of","organism subdivision"
"Aves","maxillary rhamphotheca","part of","upper jaw region"
"Aves","maxillary rhamphotheca","part of","upper jaw region"
"Aves","maxillary rhamphotheca","part of","surface structure"
"Aves","maxillary rhamphotheca","part of","surface structure"
"Aves","maxillary rhamphotheca","part of","organism or virus or viroid"
"Aves","maxillary rhamphotheca","part of","organism or virus or viroid"
"Aves","maxillary rhamphotheca","part of","organismal entity"
"Aves","maxillary rhamphotheca","part of","organismal entity"
"Aves","maxillary rhamphotheca","part of","multicellular anatomical structure"
"Aves","maxillary rhamphotheca","part of","multicellular anatomical structure"
"Aves","maxillary rhamphotheca","part of","subdivision of digestive tract"
"Aves","maxillary rhamphotheca","part of","subdivision of digestive tract"
"Aves","maxillary rhamphotheca","part of","organ system subdivision"
"Aves","maxillary rhamphotheca","part of","organ system subdivision"
"Aves","maxillary rhamphotheca","part of","organ part"
"Aves","maxillary rhamphotheca","part of","organ part"
"Aves","maxillary rhamphotheca","part of","anterior region of body"
"Aves","maxillary rhamphotheca","part of","anterior region of body"
"Aves","maxillary rhamphotheca","part of","subdivision of head"
"Aves","maxillary rhamphotheca","part of","subdivision of head"
"Aves","maxillary rhamphotheca","part of","anatomical conduit"
"Aves","maxillary rhamphotheca","part of","anatomical conduit"
"Aves","maxillary rhamphotheca","part of","structure with developmental contribution from neural crest"
"Aves","maxillary rhamphotheca","part of","structure with developmental contribution from neural crest"
"Aves","maxillary rhamphotheca","part of","ecto-epithelium"
"Aves","maxillary rhamphotheca","part of","ecto-epithelium"
"Aves","maxillary rhamphotheca","part of","subdivision of organism along main body axis"
"Aves","maxillary rhamphotheca","part of","subdivision of tube"
"Aves","maxillary rhamphotheca","part of","external integument structure"
"Aves","maxillary rhamphotheca","part of","upper beak"
"Aves","maxillary rhamphotheca","part of","main body axis"
"Aves","maxillary rhamphotheca","part of","body proper"
"Aves","beak","part of","independent continuant"
"Aves","beak","part of","independent continuant"
"Aves","beak","part_of","independent continuant"
"Aves","beak","overlaps","independent continuant"
"Aves","beak","part of","continuant"
"Aves","beak","part of","continuant"
"Aves","beak","part_of","continuant"
"Aves","beak","overlaps","continuant"
"Aves","feathered ear tuft","mereotopologically related to","cellular_component"
"Aves","feathered ear tuft","mereotopologically related to","cellular anatomical entity"
"Aves","feathered ear tuft","mereotopologically related to","cellular anatomical structure"
"Aves","feathered ear tuft","mereotopologically related to","multicellular organism"
"Aves","feathered ear tuft","mereotopologically related to","organism"
"Aves","feathered ear tuft","mereotopologically related to","chemical entity"
"Aves","feathered ear tuft","mereotopologically related to","inorganic molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","entity"
"Aves","feathered ear tuft","mereotopologically related to","ion"
"Aves","feathered ear tuft","mereotopologically related to","hydrogen molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","system"
