# species
SPECIES-5792,5792,species,Aegotheliformes,Aegothelidae,Owlet-nightjars,Aegotheles albertisi,"Sclater, PL, 1874","Proceedings of the Zoological Society of London 1873, pt.3 p.696",Mountain Owlet-nightjar,Mountain Owlet-nightjar,,526,"Taxon archboldi and taxon salvadorii is synonymized with Aegotheles albertisi, which is treated as a monotypic species, following Beehler & Pratt (2016). Although archboldi and salvadorii are sometimes split as species separate from A. albertisi (Cleere 2010; Dickinson & Remsen 2013), but based on mitochondrial DNA evidence relationships are shallow and remain poorly resolved (Dumbacher et al. 2003). Furthermore, archboldi and salvadorii are not maintained as subspecies, since the information on vocalizations of each taxon are uncertain, known phenotypic differences are minimal, and plumage is often quite variable even within a subspecific taxon within Aegotheles."
SPECIES-32087,32087,species,Passeriformes,Parulidae,New World Warblers,Myiothlypis griseiceps,"(Sclater, PL; Salvin, O, 1868)","Proceedings of the Zoological Society of London 1868, pt.1 p.170",Grey-headed Warbler,Gray-headed Warbler,Grey-headed Warbler,535,"In the absence of genetic data to affirm relationships, taxon griseiceps was tentatively placed in the genus Myiothlypis following Lovette et al. (2010); this placement was supported by Zhao et al. (2025) based on mitogenomic data.
32088,species,Passeriformes,Parulidae,New World Warblers,Myiothlypis basilica,(Todd", WEC," 1913)""",Proceedings of the Biological Society of Washington 26 p.170,Santa Marta Warbler,Santa Marta Warbler,Santa Marta Warbler,,,Santa Marta Mountains (northeastern Colombia),,NT,https://datazone.birdlife.org/species/factsheet/22721982,samwar1,taxonname-species-32087
